timestamp,value
2014-04-01 00:00:00,0.011978797970953206
2014-04-01 00:05:00,0.017011796589443753
2014-04-01 00:10:00,0.013342488711889242
2014-04-01 00:15:00,0.02374508376347638
2014-04-01 00:20:00,0.014881130397059641
2014-04-01 00:25:00,0.013080381207586242
2014-04-01 00:30:00,0.025161503547603117
2014-04-01 00:35:00,0.01958365214618195
2014-04-01 00:40:00,0.0030296053337955237
2014-04-01 00:45:00,0.004830384992867684
2014-04-01 00:50:00,0.021419239393186004
2014-04-01 00:55:00,0.022745666846517396
2014-04-01 01:00:00,0.014833656692063504
2014-04-01 01:05:00,0.015085841007377296
2014-04-01 01:10:00,0.01719484667749814
2014-04-01 01:15:00,0.011946209193030508
2014-04-01 01:20:00,0.018508690021859384
2014-04-01 01:25:00,0.0029460742422221936
2014-04-01 01:30:00,0.02615991478610448
2014-04-01 01:35:00,0.020412939916236203
2014-04-01 01:40:00,0.01717419265712157
2014-04-01 01:45:00,0.008603666382870231
2014-04-01 01:50:00,0.004374464584006324
2014-04-01 01:55:00,0.011135769573509577
2014-04-01 02:00:00,0.01800177392344822
2014-04-01 02:05:00,0.01724321206025546
2014-04-01 02:10:00,0.010408925066834177
2014-04-01 02:15:00,0.016687272213496127
2014-04-01 02:20:00,0.02214400488089245
2014-04-01 02:25:00,0.000708620431014842
2014-04-01 02:30:00,0.01225939190767715
2014-04-01 02:35:00,0.020641605623830814
2014-04-01 02:40:00,0.01485961557002742
2014-04-01 02:45:00,0.017726826111439456
2014-04-01 02:50:00,0.014057471013968939
2014-04-01 02:55:00,0.0269927432890361
2014-04-01 03:00:00,0.0014799697261963507
2014-04-01 03:05:00,0.013359759236237292
2014-04-01 03:10:00,0.0024815592832908295
2014-04-01 03:15:00,0.004342618284616698
2014-04-01 03:20:00,0.010419737040694363
2014-04-01 03:25:00,0.004227053191969823
2014-04-01 03:30:00,0.026225460384133772
2014-04-01 03:35:00,0.025765499987804932
2014-04-01 03:40:00,0.009142300325731559
2014-04-01 03:45:00,0.017407570376489753
2014-04-01 03:50:00,0.014522318598786263
2014-04-01 03:55:00,0.022194055350054545
2014-04-01 04:00:00,0.017072697353223074
2014-04-01 04:05:00,0.0
2014-04-01 04:10:00,0.020767342760712085
2014-04-01 04:15:00,0.020322928839839202
2014-04-01 04:20:00,0.01386818611336231
2014-04-01 04:25:00,0.024571301766030465
2014-04-01 04:30:00,0.02472175743737416
2014-04-01 04:35:00,0.014254421211296706
2014-04-01 04:40:00,0.016543052005962303
2014-04-01 04:45:00,0.02711925268332148
2014-04-01 04:50:00,0.00812725283942893
2014-04-01 04:55:00,0.008829467935252341
2014-04-01 05:00:00,0.004968379228483519
2014-04-01 05:05:00,0.024379339780372808
2014-04-01 05:10:00,0.020258695072567626
2014-04-01 05:15:00,0.0028688104961362842
2014-04-01 05:20:00,0.026717617430559962
2014-04-01 05:25:00,0.019890488017685018
2014-04-01 05:30:00,0.02314501739520665
2014-04-01 05:35:00,0.0013038308289667344
2014-04-01 05:40:00,0.013738566487862522
2014-04-01 05:45:00,0.0190095299035654
2014-04-01 05:50:00,0.014772566568173176
2014-04-01 05:55:00,0.018139803101039673
2014-04-01 06:00:00,0.022256311573403978
2014-04-01 06:05:00,0.010182881063579799
2014-04-01 06:10:00,0.02309456544583398
2014-04-01 06:15:00,0.004427834149555651
2014-04-01 06:20:00,0.007366862211661343
2014-04-01 06:25:00,0.001173030293852878
2014-04-01 06:30:00,0.009913116119158114
2014-04-01 06:35:00,0.010334568459640273
2014-04-01 06:40:00,0.021913235177206405
2014-04-01 06:45:00,0.017771865161841274
2014-04-01 06:50:00,0.011881063943507172
2014-04-01 06:55:00,0.017744190004481117
2014-04-01 07:00:00,0.0014299328395312588
2014-04-01 07:05:00,0.004900262814712827
2014-04-01 07:10:00,0.017059148077145994
2014-04-01 07:15:00,0.017451643763685562
2014-04-01 07:20:00,0.021065690126202727
2014-04-01 07:25:00,0.010963102486100176
2014-04-01 07:30:00,0.019661626133891955
2014-04-01 07:35:00,0.01861161754525255
2014-04-01 07:40:00,0.026217463252290865
2014-04-01 07:45:00,0.005849144138235132
2014-04-01 07:50:00,0.015010285218609545
2014-04-01 07:55:00,0.016373635508361142
2014-04-01 08:00:00,0.027177119006750558
2014-04-01 08:05:00,0.005469520614538634
2014-04-01 08:10:00,0.014235539322627486
2014-04-01 08:15:00,0.009416567858727645
2014-04-01 08:20:00,0.014308353554567818
2014-04-01 08:25:00,0.006311853466185777
2014-04-01 08:30:00,0.0012891748594166391
2014-04-01 08:35:00,0.015578815787631525
2014-04-01 08:40:00,0.009135350029510284
2014-04-01 08:45:00,0.004945717890077403
2014-04-01 08:50:00,0.008810912165337595
2014-04-01 08:55:00,0.0013345743308598723
2014-04-01 09:00:00,0.3819418343302185
2014-04-01 09:05:00,0.347763383386511
2014-04-01 09:10:00,0.3693851508755353
2014-04-01 09:15:00,0.33313762104710215
2014-04-01 09:20:00,0.3775801446505099
2014-04-01 09:25:00,0.33870917593118866
2014-04-01 09:30:00,0.34709677832116514
2014-04-01 09:35:00,0.3394936133882764
2014-04-01 09:40:00,0.36184315794941524
2014-04-01 09:45:00,0.3464221535681436
2014-04-01 09:50:00,0.31911440486399906
2014-04-01 09:55:00,0.30744751877553766
2014-04-01 10:00:00,0.4167915051503443
2014-04-01 10:05:00,0.40444022169511157
2014-04-01 10:10:00,0.36291128832476655
2014-04-01 10:15:00,0.39455846048484106
2014-04-01 10:20:00,0.4071436351511893
2014-04-01 10:25:00,0.4401083800456362
2014-04-01 10:30:00,0.360812194520464
2014-04-01 10:35:00,0.38958157835326573
2014-04-01 10:40:00,0.4396608703899842
2014-04-01 10:45:00,0.42125904290402466
2014-04-01 10:50:00,0.38339909131493694
2014-04-01 10:55:00,0.44205615125406544
2014-04-01 11:00:00,0.4179231457335682
2014-04-01 11:05:00,0.41847060613679893
2014-04-01 11:10:00,0.47022997488670654
2014-04-01 11:15:00,0.46704034962464197
2014-04-01 11:20:00,0.4033379889831999
2014-04-01 11:25:00,0.3797489002653451
2014-04-01 11:30:00,0.39978091079256467
2014-04-01 11:35:00,0.3678332368130783
2014-04-01 11:40:00,0.36678174302034405
2014-04-01 11:45:00,0.4073413533091184
2014-04-01 11:50:00,0.4663805065753914
2014-04-01 11:55:00,0.4588409440397279
2014-04-01 12:00:00,0.4225066143382546
