timestamp,original_value,reconstructed_value,anomaly
2014-04-01 00:00:00,0.0119787979709532,0.02055236,0
2014-04-01 00:05:00,0.0170117965894437,0.021405466,0
2014-04-01 00:10:00,0.0133424887118892,0.020776786,0
2014-04-01 00:15:00,0.0237450837634763,0.02260785,0
2014-04-01 00:20:00,0.0148811303970596,0.021038182,0
2014-04-01 00:25:00,0.0130803812075862,0.020733284,0
2014-04-01 00:30:00,0.0251615035476031,0.022869047,0
2014-04-01 00:35:00,0.0195836521461819,0.021857165,0
2014-04-01 00:40:00,0.0030296053337955,0.019142078,0
2014-04-01 00:45:00,0.0048303849928676,0.019415326,0
2014-04-01 00:50:00,0.021419239393186,0.022185246,0
2014-04-01 00:55:00,0.0227456668465173,0.022425303,0
2014-04-01 01:00:00,0.0148336566920635,0.021030061,0
2014-04-01 01:05:00,0.0150858410073772,0.021073198,0
2014-04-01 01:10:00,0.0171948466774981,0.02143732,0
2014-04-01 01:15:00,0.0119462091930305,0.02054704,0
2014-04-01 01:20:00,0.0185086900218593,0.021667246,0
2014-04-01 01:25:00,0.0029460742422221,0.019129839,0
2014-04-01 01:30:00,0.0261599147861044,0.023054969,0
2014-04-01 01:35:00,0.0204129399162362,0.022004796,0
2014-04-01 01:40:00,0.0171741926571215,0.02143371,0
2014-04-01 01:45:00,0.0086036663828702,0.02000761,0
2014-04-01 01:50:00,0.0043744645840063,0.019344931,0
2014-04-01 01:55:00,0.0111357695735095,0.020414962,0
2014-04-01 02:00:00,0.0180017739234482,0.021578237,0
2014-04-01 02:05:00,0.0172432120602554,0.021445725,0
2014-04-01 02:10:00,0.0104089250668341,0.020297192,0
2014-04-01 02:15:00,0.0166872722134961,0.021349119,0
2014-04-01 02:20:00,0.0221440048808924,0.022316087,0
2014-04-01 02:25:00,0.0007086204310148,0.01880463,0
2014-04-01 02:30:00,0.0122593919076771,0.02059831,0
2014-04-01 02:35:00,0.0206416056238308,0.022045655,0
2014-04-01 02:40:00,0.0148596155700274,0.021034509,0
2014-04-01 02:45:00,0.0177268261114394,0.021530114,0
2014-04-01 02:50:00,0.0140574710139689,0.020897856,0
2014-04-01 02:55:00,0.0269927432890361,0.023211153,0
2014-04-01 03:00:00,0.0014799697261963,0.018916126,0
2014-04-01 03:05:00,0.0133597592362372,0.020779695,0
2014-04-01 03:10:00,0.0024815592832908,0.019061863,0
2014-04-01 03:15:00,0.0043426182846166,0.019340038,0
2014-04-01 03:20:00,0.0104197370406943,0.020298949,0
2014-04-01 03:25:00,0.0042270531919698,0.019322235,0
2014-04-01 03:30:00,0.0262254603841337,0.02306721,0
2014-04-01 03:35:00,0.0257654999878049,0.022981342,0
2014-04-01 03:40:00,0.0091423003257315,0.020093588,0
2014-04-01 03:45:00,0.0174075703764897,0.021474369,0
2014-04-01 03:50:00,0.0145223185987862,0.020976944,0
2014-04-01 03:55:00,0.0221940553500545,0.02232515,0
2014-04-01 04:00:00,0.017072697353223,0.021416055,0
2014-04-01 04:05:00,0.0,0.018702755,0
2014-04-01 04:10:00,0.020767342760712,0.022068182,0
2014-04-01 04:15:00,0.0203229288398392,0.021988722,0
2014-04-01 04:20:00,0.0138681861133623,0.020865737,0
2014-04-01 04:25:00,0.0245713017660304,0.02275986,0
2014-04-01 04:30:00,0.0247217574373741,0.022787647,0
2014-04-01 04:35:00,0.0142544212112967,0.020931318,0
2014-04-01 04:40:00,0.0165430520059623,0.021324135,0
2014-04-01 04:45:00,0.0271192526833214,0.02323496,0
2014-04-01 04:50:00,0.0081272528394289,0.019931871,0
2014-04-01 04:55:00,0.0088294679352523,0.020043625,0
2014-04-01 05:00:00,0.0049683792284835,0.019436684,0
2014-04-01 05:05:00,0.0243793397803728,0.022724459,0
2014-04-01 05:10:00,0.0202586950725676,0.02197726,0
2014-04-01 05:15:00,0.0028688104961362,0.019118514,0
2014-04-01 05:20:00,0.0267176174305599,0.02315943,0
2014-04-01 05:25:00,0.019890488017685,0.02191168,0
2014-04-01 05:30:00,0.0231450173952066,0.022498066,0
2014-04-01 05:35:00,0.0013038308289667,0.018890604,0
2014-04-01 05:40:00,0.0137385664878625,0.02084377,0
2014-04-01 05:45:00,0.0190095299035654,0.021755533,0
2014-04-01 05:50:00,0.0147725665681731,0.021019623,0
2014-04-01 05:55:00,0.0181398031010396,0.02160245,0
2014-04-01 06:00:00,0.0222563115734039,0.022336435,0
2014-04-01 06:05:00,0.0101828810635797,0.02026072,0
2014-04-01 06:10:00,0.0230945654458339,0.022488872,0
2014-04-01 06:15:00,0.0044278341495556,0.01935316,0
2014-04-01 06:20:00,0.0073668622116613,0.01981155,0
2014-04-01 06:25:00,0.0011730302938528,0.018871674,0
2014-04-01 06:30:00,0.0099131161191581,0.020217253,0
2014-04-01 06:35:00,0.0103345684596402,0.020285193,0
2014-04-01 06:40:00,0.0219132351772064,0.02227434,0
2014-04-01 06:45:00,0.0177718651618412,0.021537997,0
2014-04-01 06:50:00,0.0118810639435071,0.02053639,0
2014-04-01 06:55:00,0.0177441900044811,0.02153315,0
2014-04-01 07:00:00,0.0014299328395312,0.018908871,0
2014-04-01 07:05:00,0.0049002628147128,0.019426141,0
2014-04-01 07:10:00,0.0170591480771459,0.0214137,0
2014-04-01 07:15:00,0.0174516437636855,0.021482062,0
2014-04-01 07:20:00,0.0210656901262027,0.022121673,0
2014-04-01 07:25:00,0.0109631024861001,0.020386925,0
2014-04-01 07:30:00,0.0196616261338919,0.021871008,0
2014-04-01 07:35:00,0.0186116175452525,0.021685356,0
2014-04-01 07:40:00,0.0262174632522908,0.023065722,0
2014-04-01 07:45:00,0.0058491441382351,0.019573534,0
2014-04-01 07:50:00,0.0150102852186095,0.021060264,0
2014-04-01 07:55:00,0.0163736355083611,0.02129481,0
2014-04-01 08:00:00,0.0271771190067505,0.023245865,0
2014-04-01 08:05:00,0.0054695206145386,0.019514427,0
2014-04-01 08:10:00,0.0142355393226274,0.020928113,0
2014-04-01 08:15:00,0.0094165678587276,0.020137507,0
2014-04-01 08:20:00,0.0143083535545678,0.020940501,0
2014-04-01 08:25:00,0.0063118534661857,0.019645792,0
2014-04-01 08:30:00,0.0012891748594166,0.018888477,0
2014-04-01 08:35:00,0.0155788157876315,0.021157756,0
2014-04-01 08:40:00,0.0091353500295102,0.020092476,0
2014-04-01 08:45:00,0.0049457178900774,0.019433172,0
2014-04-01 08:50:00,0.0088109121653375,0.020040652,0
2014-04-01 08:55:00,0.0013345743308598,0.018895045,0
2014-04-01 09:00:00,0.3819418343302185,0.37907803,0
2014-04-01 09:05:00,0.347763383386511,0.3441706,0
2014-04-01 09:10:00,0.3693851508755353,0.36640614,0
